자치구,동,지하철 주변 버스정류장 수,자치구 내 지하철역
은평구,역촌동,5,"디지털미디어시티, 구파발, 응암, 연신내, 불광, 녹번, 독바위, 증산, 구산, 역촌, 새절, 수색"
서대문구,천연동,0,"충정로, 서대문, 홍제, 독립문, 신촌, 무악재, 이대, 아현"
서대문구,홍제1동,4,"충정로, 서대문, 홍제, 독립문, 신촌, 무악재, 이대, 아현"
서대문구,홍제3동,1,"충정로, 서대문, 홍제, 독립문, 신촌, 무악재, 이대, 아현"
서대문구,홍제2동,1,"충정로, 서대문, 홍제, 독립문, 신촌, 무악재, 이대, 아현"
서대문구,홍은1동,0,"충정로, 서대문, 홍제, 독립문, 신촌, 무악재, 이대, 아현"
서대문구,홍은2동,0,"충정로, 서대문, 홍제, 독립문, 신촌, 무악재, 이대, 아현"
서대문구,남가좌1동,3,"충정로, 서대문, 홍제, 독립문, 신촌, 무악재, 이대, 아현"
서대문구,남가좌2동,0,"충정로, 서대문, 홍제, 독립문, 신촌, 무악재, 이대, 아현"
서대문구,북가좌1동,0,"충정로, 서대문, 홍제, 독립문, 신촌, 무악재, 이대, 아현"
서대문구,북가좌2동,1,"충정로, 서대문, 홍제, 독립문, 신촌, 무악재, 이대, 아현"
서대문구,충현동,1,"충정로, 서대문, 홍제, 독립문, 신촌, 무악재, 이대, 아현"
서대문구,북아현동,1,"충정로, 서대문, 홍제, 독립문, 신촌, 무악재, 이대, 아현"
서대문구,신촌동,0,"충정로, 서대문, 홍제, 독립문, 신촌, 무악재, 이대, 아현"
서대문구,연희동,0,"충정로, 서대문, 홍제, 독립문, 신촌, 무악재, 이대, 아현"
마포구,용강동,0,"홍대입구, 신촌, 합정, 광흥창, 망원, 이대, 상수, 공덕, 애오개, 가좌, 아현, 월드컵경기장, 서강대, 디지털미디어시티, 마포구청, 대흥"
마포구,대흥동,11,"홍대입구, 신촌, 합정, 광흥창, 망원, 이대, 상수, 공덕, 애오개, 가좌, 아현, 월드컵경기장, 서강대, 디지털미디어시티, 마포구청, 대흥"
마포구,염리동,1,"홍대입구, 신촌, 합정, 광흥창, 망원, 이대, 상수, 공덕, 애오개, 가좌, 아현, 월드컵경기장, 서강대, 디지털미디어시티, 마포구청, 대흥"
마포구,신수동,1,"홍대입구, 신촌, 합정, 광흥창, 망원, 이대, 상수, 공덕, 애오개, 가좌, 아현, 월드컵경기장, 서강대, 디지털미디어시티, 마포구청, 대흥"
마포구,서교동,7,"홍대입구, 신촌, 합정, 광흥창, 망원, 이대, 상수, 공덕, 애오개, 가좌, 아현, 월드컵경기장, 서강대, 디지털미디어시티, 마포구청, 대흥"
마포구,합정동,3,"홍대입구, 신촌, 합정, 광흥창, 망원, 이대, 상수, 공덕, 애오개, 가좌, 아현, 월드컵경기장, 서강대, 디지털미디어시티, 마포구청, 대흥"
마포구,망원1동,0,"홍대입구, 신촌, 합정, 광흥창, 망원, 이대, 상수, 공덕, 애오개, 가좌, 아현, 월드컵경기장, 서강대, 디지털미디어시티, 마포구청, 대흥"
마포구,망원2동,2,"홍대입구, 신촌, 합정, 광흥창, 망원, 이대, 상수, 공덕, 애오개, 가좌, 아현, 월드컵경기장, 서강대, 디지털미디어시티, 마포구청, 대흥"
마포구,연남동,0,"홍대입구, 신촌, 합정, 광흥창, 망원, 이대, 상수, 공덕, 애오개, 가좌, 아현, 월드컵경기장, 서강대, 디지털미디어시티, 마포구청, 대흥"
마포구,성산1동,0,"홍대입구, 신촌, 합정, 광흥창, 망원, 이대, 상수, 공덕, 애오개, 가좌, 아현, 월드컵경기장, 서강대, 디지털미디어시티, 마포구청, 대흥"
마포구,성산2동,7,"홍대입구, 신촌, 합정, 광흥창, 망원, 이대, 상수, 공덕, 애오개, 가좌, 아현, 월드컵경기장, 서강대, 디지털미디어시티, 마포구청, 대흥"
마포구,상암동,9,"홍대입구, 신촌, 합정, 광흥창, 망원, 이대, 상수, 공덕, 애오개, 가좌, 아현, 월드컵경기장, 서강대, 디지털미디어시티, 마포구청, 대흥"
마포구,도화동,1,"홍대입구, 신촌, 합정, 광흥창, 망원, 이대, 상수, 공덕, 애오개, 가좌, 아현, 월드컵경기장, 서강대, 디지털미디어시티, 마포구청, 대흥"
마포구,서강동,1,"홍대입구, 신촌, 합정, 광흥창, 망원, 이대, 상수, 공덕, 애오개, 가좌, 아현, 월드컵경기장, 서강대, 디지털미디어시티, 마포구청, 대흥"
마포구,공덕동,4,"홍대입구, 신촌, 합정, 광흥창, 망원, 이대, 상수, 공덕, 애오개, 가좌, 아현, 월드컵경기장, 서강대, 디지털미디어시티, 마포구청, 대흥"
마포구,아현동,6,"홍대입구, 신촌, 합정, 광흥창, 망원, 이대, 상수, 공덕, 애오개, 가좌, 아현, 월드컵경기장, 서강대, 디지털미디어시티, 마포구청, 대흥"
양천구,목1동,4,"목동, 오목교, 신정네거리, 신정, 신목동, 양천구청, 염창, 등촌"
양천구,목2동,3,"목동, 오목교, 신정네거리, 신정, 신목동, 양천구청, 염창, 등촌"
양천구,목3동,1,"목동, 오목교, 신정네거리, 신정, 신목동, 양천구청, 염창, 등촌"
양천구,목4동,0,"목동, 오목교, 신정네거리, 신정, 신목동, 양천구청, 염창, 등촌"
양천구,신월1동,0,"목동, 오목교, 신정네거리, 신정, 신목동, 양천구청, 염창, 등촌"
양천구,신월2동,0,"목동, 오목교, 신정네거리, 신정, 신목동, 양천구청, 염창, 등촌"
양천구,신월3동,0,"목동, 오목교, 신정네거리, 신정, 신목동, 양천구청, 염창, 등촌"
양천구,신월4동,0,"목동, 오목교, 신정네거리, 신정, 신목동, 양천구청, 염창, 등촌"
양천구,신월5동,0,"목동, 오목교, 신정네거리, 신정, 신목동, 양천구청, 염창, 등촌"
양천구,신월6동,0,"목동, 오목교, 신정네거리, 신정, 신목동, 양천구청, 염창, 등촌"
양천구,신월7동,0,"목동, 오목교, 신정네거리, 신정, 신목동, 양천구청, 염창, 등촌"
양천구,신정1동,0,"목동, 오목교, 신정네거리, 신정, 신목동, 양천구청, 염창, 등촌"
양천구,신정2동,0,"목동, 오목교, 신정네거리, 신정, 신목동, 양천구청, 염창, 등촌"
양천구,신정3동,0,"목동, 오목교, 신정네거리, 신정, 신목동, 양천구청, 염창, 등촌"
양천구,신정6동,0,"목동, 오목교, 신정네거리, 신정, 신목동, 양천구청, 염창, 등촌"
양천구,신정7동,0,"목동, 오목교, 신정네거리, 신정, 신목동, 양천구청, 염창, 등촌"
양천구,목5동,3,"목동, 오목교, 신정네거리, 신정, 신목동, 양천구청, 염창, 등촌"
양천구,신정4동,0,"목동, 오목교, 신정네거리, 신정, 신목동, 양천구청, 염창, 등촌"
강서구,염창동,4,"발산, 마곡, 화곡, 등촌, 가양, 양천향교, 우장산, 까치산, 염창, 송정, 마곡나루, 개화산, 김포공항, 방화, 증미, 신방화, 공항시장"
강서구,등촌1동,2,"발산, 마곡, 화곡, 등촌, 가양, 양천향교, 우장산, 까치산, 염창, 송정, 마곡나루, 개화산, 김포공항, 방화, 증미, 신방화, 공항시장"
강서구,등촌2동,0,"발산, 마곡, 화곡, 등촌, 가양, 양천향교, 우장산, 까치산, 염창, 송정, 마곡나루, 개화산, 김포공항, 방화, 증미, 신방화, 공항시장"
강서구,등촌3동,3,"발산, 마곡, 화곡, 등촌, 가양, 양천향교, 우장산, 까치산, 염창, 송정, 마곡나루, 개화산, 김포공항, 방화, 증미, 신방화, 공항시장"
강서구,화곡본동,2,"발산, 마곡, 화곡, 등촌, 가양, 양천향교, 우장산, 까치산, 염창, 송정, 마곡나루, 개화산, 김포공항, 방화, 증미, 신방화, 공항시장"
강서구,화곡2동,0,"발산, 마곡, 화곡, 등촌, 가양, 양천향교, 우장산, 까치산, 염창, 송정, 마곡나루, 개화산, 김포공항, 방화, 증미, 신방화, 공항시장"
강서구,화곡3동,1,"발산, 마곡, 화곡, 등촌, 가양, 양천향교, 우장산, 까치산, 염창, 송정, 마곡나루, 개화산, 김포공항, 방화, 증미, 신방화, 공항시장"
강서구,화곡4동,0,"발산, 마곡, 화곡, 등촌, 가양, 양천향교, 우장산, 까치산, 염창, 송정, 마곡나루, 개화산, 김포공항, 방화, 증미, 신방화, 공항시장"
강서구,화곡6동,0,"발산, 마곡, 화곡, 등촌, 가양, 양천향교, 우장산, 까치산, 염창, 송정, 마곡나루, 개화산, 김포공항, 방화, 증미, 신방화, 공항시장"
강서구,화곡8동,2,"발산, 마곡, 화곡, 등촌, 가양, 양천향교, 우장산, 까치산, 염창, 송정, 마곡나루, 개화산, 김포공항, 방화, 증미, 신방화, 공항시장"
강서구,가양1동,6,"발산, 마곡, 화곡, 등촌, 가양, 양천향교, 우장산, 까치산, 염창, 송정, 마곡나루, 개화산, 김포공항, 방화, 증미, 신방화, 공항시장"
강서구,가양2동,3,"발산, 마곡, 화곡, 등촌, 가양, 양천향교, 우장산, 까치산, 염창, 송정, 마곡나루, 개화산, 김포공항, 방화, 증미, 신방화, 공항시장"
강서구,가양3동,1,"발산, 마곡, 화곡, 등촌, 가양, 양천향교, 우장산, 까치산, 염창, 송정, 마곡나루, 개화산, 김포공항, 방화, 증미, 신방화, 공항시장"
강서구,발산1동,4,"발산, 마곡, 화곡, 등촌, 가양, 양천향교, 우장산, 까치산, 염창, 송정, 마곡나루, 개화산, 김포공항, 방화, 증미, 신방화, 공항시장"
강서구,공항동,6,"발산, 마곡, 화곡, 등촌, 가양, 양천향교, 우장산, 까치산, 염창, 송정, 마곡나루, 개화산, 김포공항, 방화, 증미, 신방화, 공항시장"
강서구,방화1동,6,"발산, 마곡, 화곡, 등촌, 가양, 양천향교, 우장산, 까치산, 염창, 송정, 마곡나루, 개화산, 김포공항, 방화, 증미, 신방화, 공항시장"
강서구,방화2동,4,"발산, 마곡, 화곡, 등촌, 가양, 양천향교, 우장산, 까치산, 염창, 송정, 마곡나루, 개화산, 김포공항, 방화, 증미, 신방화, 공항시장"
강서구,방화3동,0,"발산, 마곡, 화곡, 등촌, 가양, 양천향교, 우장산, 까치산, 염창, 송정, 마곡나루, 개화산, 김포공항, 방화, 증미, 신방화, 공항시장"
강서구,화곡1동,4,"발산, 마곡, 화곡, 등촌, 가양, 양천향교, 우장산, 까치산, 염창, 송정, 마곡나루, 개화산, 김포공항, 방화, 증미, 신방화, 공항시장"
강서구,우장산동,5,"발산, 마곡, 화곡, 등촌, 가양, 양천향교, 우장산, 까치산, 염창, 송정, 마곡나루, 개화산, 김포공항, 방화, 증미, 신방화, 공항시장"
구로구,신도림동,5,"구로, 구로디지털단지, 신도림, 오류동, 대림, 개봉, 신도림, 온수, 구일, 천왕, 남구로, 도림천"
구로구,구로1동,2,"구로, 구로디지털단지, 신도림, 오류동, 대림, 개봉, 신도림, 온수, 구일, 천왕, 남구로, 도림천"
구로구,구로3동,5,"구로, 구로디지털단지, 신도림, 오류동, 대림, 개봉, 신도림, 온수, 구일, 천왕, 남구로, 도림천"
구로구,구로4동,5,"구로, 구로디지털단지, 신도림, 오류동, 대림, 개봉, 신도림, 온수, 구일, 천왕, 남구로, 도림천"
구로구,구로5동,3,"구로, 구로디지털단지, 신도림, 오류동, 대림, 개봉, 신도림, 온수, 구일, 천왕, 남구로, 도림천"
구로구,고척1동,1,"구로, 구로디지털단지, 신도림, 오류동, 대림, 개봉, 신도림, 온수, 구일, 천왕, 남구로, 도림천"
구로구,고척2동,0,"구로, 구로디지털단지, 신도림, 오류동, 대림, 개봉, 신도림, 온수, 구일, 천왕, 남구로, 도림천"
구로구,개봉2동,0,"구로, 구로디지털단지, 신도림, 오류동, 대림, 개봉, 신도림, 온수, 구일, 천왕, 남구로, 도림천"
구로구,개봉3동,0,"구로, 구로디지털단지, 신도림, 오류동, 대림, 개봉, 신도림, 온수, 구일, 천왕, 남구로, 도림천"
구로구,오류1동,4,"구로, 구로디지털단지, 신도림, 오류동, 대림, 개봉, 신도림, 온수, 구일, 천왕, 남구로, 도림천"
구로구,오류2동,3,"구로, 구로디지털단지, 신도림, 오류동, 대림, 개봉, 신도림, 온수, 구일, 천왕, 남구로, 도림천"
구로구,수궁동,5,"구로, 구로디지털단지, 신도림, 오류동, 대림, 개봉, 신도림, 온수, 구일, 천왕, 남구로, 도림천"
구로구,가리봉동,3,"구로, 구로디지털단지, 신도림, 오류동, 대림, 개봉, 신도림, 온수, 구일, 천왕, 남구로, 도림천"
구로구,구로2동,5,"구로, 구로디지털단지, 신도림, 오류동, 대림, 개봉, 신도림, 온수, 구일, 천왕, 남구로, 도림천"
구로구,개봉1동,4,"구로, 구로디지털단지, 신도림, 오류동, 대림, 개봉, 신도림, 온수, 구일, 천왕, 남구로, 도림천"
금천구,가산동,6,"가산디지털단지, 금천구청, 독산, 신림"
금천구,독산1동,3,"가산디지털단지, 금천구청, 독산, 신림"
금천구,독산2동,0,"가산디지털단지, 금천구청, 독산, 신림"
금천구,독산3동,0,"가산디지털단지, 금천구청, 독산, 신림"
금천구,독산4동,0,"가산디지털단지, 금천구청, 독산, 신림"
금천구,시흥1동,0,"가산디지털단지, 금천구청, 독산, 신림"
금천구,시흥2동,0,"가산디지털단지, 금천구청, 독산, 신림"
금천구,시흥3동,4,"가산디지털단지, 금천구청, 독산, 신림"
금천구,시흥4동,0,"가산디지털단지, 금천구청, 독산, 신림"
금천구,시흥5동,0,"가산디지털단지, 금천구청, 독산, 신림"
영등포구,여의동,16,"영등포, 당산, 문래, 영등포구청, 여의나루, 신길, 선유도, 대방, 국회의사당, 양평, 샛강, 영등포시장, 신풍, 대림"
영등포구,당산1동,4,"영등포, 당산, 문래, 영등포구청, 여의나루, 신길, 선유도, 대방, 국회의사당, 양평, 샛강, 영등포시장, 신풍, 대림"
영등포구,당산2동,5,"영등포, 당산, 문래, 영등포구청, 여의나루, 신길, 선유도, 대방, 국회의사당, 양평, 샛강, 영등포시장, 신풍, 대림"
영등포구,양평1동,4,"영등포, 당산, 문래, 영등포구청, 여의나루, 신길, 선유도, 대방, 국회의사당, 양평, 샛강, 영등포시장, 신풍, 대림"
영등포구,양평2동,3,"영등포, 당산, 문래, 영등포구청, 여의나루, 신길, 선유도, 대방, 국회의사당, 양평, 샛강, 영등포시장, 신풍, 대림"
영등포구,신길1동,3,"영등포, 당산, 문래, 영등포구청, 여의나루, 신길, 선유도, 대방, 국회의사당, 양평, 샛강, 영등포시장, 신풍, 대림"
영등포구,신길3동,2,"영등포, 당산, 문래, 영등포구청, 여의나루, 신길, 선유도, 대방, 국회의사당, 양평, 샛강, 영등포시장, 신풍, 대림"
영등포구,신길4동,0,"영등포, 당산, 문래, 영등포구청, 여의나루, 신길, 선유도, 대방, 국회의사당, 양평, 샛강, 영등포시장, 신풍, 대림"
영등포구,신길5동,0,"영등포, 당산, 문래, 영등포구청, 여의나루, 신길, 선유도, 대방, 국회의사당, 양평, 샛강, 영등포시장, 신풍, 대림"
영등포구,신길6동,7,"영등포, 당산, 문래, 영등포구청, 여의나루, 신길, 선유도, 대방, 국회의사당, 양평, 샛강, 영등포시장, 신풍, 대림"
영등포구,신길7동,1,"영등포, 당산, 문래, 영등포구청, 여의나루, 신길, 선유도, 대방, 국회의사당, 양평, 샛강, 영등포시장, 신풍, 대림"
영등포구,대림1동,0,"영등포, 당산, 문래, 영등포구청, 여의나루, 신길, 선유도, 대방, 국회의사당, 양평, 샛강, 영등포시장, 신풍, 대림"
영등포구,대림2동,0,"영등포, 당산, 문래, 영등포구청, 여의나루, 신길, 선유도, 대방, 국회의사당, 양평, 샛강, 영등포시장, 신풍, 대림"
영등포구,대림3동,4,"영등포, 당산, 문래, 영등포구청, 여의나루, 신길, 선유도, 대방, 국회의사당, 양평, 샛강, 영등포시장, 신풍, 대림"
영등포구,영등포본동,4,"영등포, 당산, 문래, 영등포구청, 여의나루, 신길, 선유도, 대방, 국회의사당, 양평, 샛강, 영등포시장, 신풍, 대림"
영등포구,영등포동,5,"영등포, 당산, 문래, 영등포구청, 여의나루, 신길, 선유도, 대방, 국회의사당, 양평, 샛강, 영등포시장, 신풍, 대림"
영등포구,도림동,0,"영등포, 당산, 문래, 영등포구청, 여의나루, 신길, 선유도, 대방, 국회의사당, 양평, 샛강, 영등포시장, 신풍, 대림"
영등포구,문래동,5,"영등포, 당산, 문래, 영등포구청, 여의나루, 신길, 선유도, 대방, 국회의사당, 양평, 샛강, 영등포시장, 신풍, 대림"
동작구,노량진2동,1,"사당, 노량진, 이수, 총신대입구, 상도, 노들, 장승배기, 숭실대입구, 보라매, 신대방삼거리, 흑석, 남성, 동작"
동작구,상도1동,5,"사당, 노량진, 이수, 총신대입구, 상도, 노들, 장승배기, 숭실대입구, 보라매, 신대방삼거리, 흑석, 남성, 동작"
동작구,상도2동,8,"사당, 노량진, 이수, 총신대입구, 상도, 노들, 장승배기, 숭실대입구, 보라매, 신대방삼거리, 흑석, 남성, 동작"
동작구,상도3동,2,"사당, 노량진, 이수, 총신대입구, 상도, 노들, 장승배기, 숭실대입구, 보라매, 신대방삼거리, 흑석, 남성, 동작"
동작구,상도4동,0,"사당, 노량진, 이수, 총신대입구, 상도, 노들, 장승배기, 숭실대입구, 보라매, 신대방삼거리, 흑석, 남성, 동작"
동작구,사당1동,2,"사당, 노량진, 이수, 총신대입구, 상도, 노들, 장승배기, 숭실대입구, 보라매, 신대방삼거리, 흑석, 남성, 동작"
동작구,사당3동,3,"사당, 노량진, 이수, 총신대입구, 상도, 노들, 장승배기, 숭실대입구, 보라매, 신대방삼거리, 흑석, 남성, 동작"
동작구,사당4동,3,"사당, 노량진, 이수, 총신대입구, 상도, 노들, 장승배기, 숭실대입구, 보라매, 신대방삼거리, 흑석, 남성, 동작"
동작구,사당5동,1,"사당, 노량진, 이수, 총신대입구, 상도, 노들, 장승배기, 숭실대입구, 보라매, 신대방삼거리, 흑석, 남성, 동작"
동작구,대방동,5,"사당, 노량진, 이수, 총신대입구, 상도, 노들, 장승배기, 숭실대입구, 보라매, 신대방삼거리, 흑석, 남성, 동작"
동작구,신대방1동,1,"사당, 노량진, 이수, 총신대입구, 상도, 노들, 장승배기, 숭실대입구, 보라매, 신대방삼거리, 흑석, 남성, 동작"
동작구,신대방2동,3,"사당, 노량진, 이수, 총신대입구, 상도, 노들, 장승배기, 숭실대입구, 보라매, 신대방삼거리, 흑석, 남성, 동작"
동작구,흑석동,5,"사당, 노량진, 이수, 총신대입구, 상도, 노들, 장승배기, 숭실대입구, 보라매, 신대방삼거리, 흑석, 남성, 동작"
동작구,노량진1동,7,"사당, 노량진, 이수, 총신대입구, 상도, 노들, 장승배기, 숭실대입구, 보라매, 신대방삼거리, 흑석, 남성, 동작"
동작구,사당2동,5,"사당, 노량진, 이수, 총신대입구, 상도, 노들, 장승배기, 숭실대입구, 보라매, 신대방삼거리, 흑석, 남성, 동작"
관악구,보라매동,0,"신림, 서울대입구, 신대방, 봉천, 낙성대, 사당, 봉천, 신대방"
관악구,청림동,0,"신림, 서울대입구, 신대방, 봉천, 낙성대, 사당, 봉천, 신대방"
관악구,행운동,0,"신림, 서울대입구, 신대방, 봉천, 낙성대, 사당, 봉천, 신대방"
관악구,낙성대동,2,"신림, 서울대입구, 신대방, 봉천, 낙성대, 사당, 봉천, 신대방"
관악구,중앙동,0,"신림, 서울대입구, 신대방, 봉천, 낙성대, 사당, 봉천, 신대방"
관악구,인헌동,0,"신림, 서울대입구, 신대방, 봉천, 낙성대, 사당, 봉천, 신대방"
관악구,남현동,4,"신림, 서울대입구, 신대방, 봉천, 낙성대, 사당, 봉천, 신대방"
관악구,서원동,0,"신림, 서울대입구, 신대방, 봉천, 낙성대, 사당, 봉천, 신대방"
관악구,신원동,0,"신림, 서울대입구, 신대방, 봉천, 낙성대, 사당, 봉천, 신대방"
관악구,서림동,0,"신림, 서울대입구, 신대방, 봉천, 낙성대, 사당, 봉천, 신대방"
관악구,신사동,0,"신림, 서울대입구, 신대방, 봉천, 낙성대, 사당, 봉천, 신대방"
관악구,신림동,4,"신림, 서울대입구, 신대방, 봉천, 낙성대, 사당, 봉천, 신대방"
관악구,난향동,0,"신림, 서울대입구, 신대방, 봉천, 낙성대, 사당, 봉천, 신대방"
관악구,조원동,2,"신림, 서울대입구, 신대방, 봉천, 낙성대, 사당, 봉천, 신대방"
관악구,대학동,0,"신림, 서울대입구, 신대방, 봉천, 낙성대, 사당, 봉천, 신대방"
관악구,은천동,4,"신림, 서울대입구, 신대방, 봉천, 낙성대, 사당, 봉천, 신대방"
관악구,성현동,0,"신림, 서울대입구, 신대방, 봉천, 낙성대, 사당, 봉천, 신대방"
관악구,청룡동,1,"신림, 서울대입구, 신대방, 봉천, 낙성대, 사당, 봉천, 신대방"
관악구,난곡동,0,"신림, 서울대입구, 신대방, 봉천, 낙성대, 사당, 봉천, 신대방"
관악구,삼성동,0,"신림, 서울대입구, 신대방, 봉천, 낙성대, 사당, 봉천, 신대방"
관악구,미성동,0,"신림, 서울대입구, 신대방, 봉천, 낙성대, 사당, 봉천, 신대방"
서초구,서초1동,4,"고속터미널, 서초, 남부터미널, 양재, 청계산입구, 교대, 양재시민의숲, 잠원, 방배, 내방, 강남, 반포, 신반포, 사평, 이수, 논현, 신사, 사당, 총신대입구"
서초구,서초2동,0,"고속터미널, 서초, 남부터미널, 양재, 청계산입구, 교대, 양재시민의숲, 잠원, 방배, 내방, 강남, 반포, 신반포, 사평, 이수, 논현, 신사, 사당, 총신대입구"
서초구,서초3동,4,"고속터미널, 서초, 남부터미널, 양재, 청계산입구, 교대, 양재시민의숲, 잠원, 방배, 내방, 강남, 반포, 신반포, 사평, 이수, 논현, 신사, 사당, 총신대입구"
서초구,서초4동,2,"고속터미널, 서초, 남부터미널, 양재, 청계산입구, 교대, 양재시민의숲, 잠원, 방배, 내방, 강남, 반포, 신반포, 사평, 이수, 논현, 신사, 사당, 총신대입구"
서초구,잠원동,8,"고속터미널, 서초, 남부터미널, 양재, 청계산입구, 교대, 양재시민의숲, 잠원, 방배, 내방, 강남, 반포, 신반포, 사평, 이수, 논현, 신사, 사당, 총신대입구"
서초구,반포본동,2,"고속터미널, 서초, 남부터미널, 양재, 청계산입구, 교대, 양재시민의숲, 잠원, 방배, 내방, 강남, 반포, 신반포, 사평, 이수, 논현, 신사, 사당, 총신대입구"
서초구,반포1동,0,"고속터미널, 서초, 남부터미널, 양재, 청계산입구, 교대, 양재시민의숲, 잠원, 방배, 내방, 강남, 반포, 신반포, 사평, 이수, 논현, 신사, 사당, 총신대입구"
서초구,반포2동,0,"고속터미널, 서초, 남부터미널, 양재, 청계산입구, 교대, 양재시민의숲, 잠원, 방배, 내방, 강남, 반포, 신반포, 사평, 이수, 논현, 신사, 사당, 총신대입구"
서초구,반포3동,0,"고속터미널, 서초, 남부터미널, 양재, 청계산입구, 교대, 양재시민의숲, 잠원, 방배, 내방, 강남, 반포, 신반포, 사평, 이수, 논현, 신사, 사당, 총신대입구"
서초구,반포4동,3,"고속터미널, 서초, 남부터미널, 양재, 청계산입구, 교대, 양재시민의숲, 잠원, 방배, 내방, 강남, 반포, 신반포, 사평, 이수, 논현, 신사, 사당, 총신대입구"
서초구,방배본동,0,"고속터미널, 서초, 남부터미널, 양재, 청계산입구, 교대, 양재시민의숲, 잠원, 방배, 내방, 강남, 반포, 신반포, 사평, 이수, 논현, 신사, 사당, 총신대입구"
서초구,방배1동,3,"고속터미널, 서초, 남부터미널, 양재, 청계산입구, 교대, 양재시민의숲, 잠원, 방배, 내방, 강남, 반포, 신반포, 사평, 이수, 논현, 신사, 사당, 총신대입구"
서초구,방배2동,2,"고속터미널, 서초, 남부터미널, 양재, 청계산입구, 교대, 양재시민의숲, 잠원, 방배, 내방, 강남, 반포, 신반포, 사평, 이수, 논현, 신사, 사당, 총신대입구"
서초구,방배3동,2,"고속터미널, 서초, 남부터미널, 양재, 청계산입구, 교대, 양재시민의숲, 잠원, 방배, 내방, 강남, 반포, 신반포, 사평, 이수, 논현, 신사, 사당, 총신대입구"
서초구,방배4동,2,"고속터미널, 서초, 남부터미널, 양재, 청계산입구, 교대, 양재시민의숲, 잠원, 방배, 내방, 강남, 반포, 신반포, 사평, 이수, 논현, 신사, 사당, 총신대입구"
서초구,양재1동,6,"고속터미널, 서초, 남부터미널, 양재, 청계산입구, 교대, 양재시민의숲, 잠원, 방배, 내방, 강남, 반포, 신반포, 사평, 이수, 논현, 신사, 사당, 총신대입구"
서초구,양재2동,2,"고속터미널, 서초, 남부터미널, 양재, 청계산입구, 교대, 양재시민의숲, 잠원, 방배, 내방, 강남, 반포, 신반포, 사평, 이수, 논현, 신사, 사당, 총신대입구"
서초구,내곡동,3,"고속터미널, 서초, 남부터미널, 양재, 청계산입구, 교대, 양재시민의숲, 잠원, 방배, 내방, 강남, 반포, 신반포, 사평, 이수, 논현, 신사, 사당, 총신대입구"
강남구,신사동,7,"강남, 신사, 역삼, 신논현, 수서, 삼성, 선릉, 학동, 청담, 압구정로데오, 강남구청, 압구정, 언주, 매봉, 논현, 선정릉, 삼성중앙, 봉은사, 한티, 개포동, 도곡, 학여울, 대치. 구룡, 대청, 일원, 신논현, 대모산입구"
강남구,논현1동,0,"강남, 신사, 역삼, 신논현, 수서, 삼성, 선릉, 학동, 청담, 압구정로데오, 강남구청, 압구정, 언주, 매봉, 논현, 선정릉, 삼성중앙, 봉은사, 한티, 개포동, 도곡, 학여울, 대치. 구룡, 대청, 일원, 신논현, 대모산입구"
강남구,논현2동,1,"강남, 신사, 역삼, 신논현, 수서, 삼성, 선릉, 학동, 청담, 압구정로데오, 강남구청, 압구정, 언주, 매봉, 논현, 선정릉, 삼성중앙, 봉은사, 한티, 개포동, 도곡, 학여울, 대치. 구룡, 대청, 일원, 신논현, 대모산입구"
강남구,삼성1동,2,"강남, 신사, 역삼, 신논현, 수서, 삼성, 선릉, 학동, 청담, 압구정로데오, 강남구청, 압구정, 언주, 매봉, 논현, 선정릉, 삼성중앙, 봉은사, 한티, 개포동, 도곡, 학여울, 대치. 구룡, 대청, 일원, 신논현, 대모산입구"
강남구,삼성2동,0,"강남, 신사, 역삼, 신논현, 수서, 삼성, 선릉, 학동, 청담, 압구정로데오, 강남구청, 압구정, 언주, 매봉, 논현, 선정릉, 삼성중앙, 봉은사, 한티, 개포동, 도곡, 학여울, 대치. 구룡, 대청, 일원, 신논현, 대모산입구"
강남구,대치1동,2,"강남, 신사, 역삼, 신논현, 수서, 삼성, 선릉, 학동, 청담, 압구정로데오, 강남구청, 압구정, 언주, 매봉, 논현, 선정릉, 삼성중앙, 봉은사, 한티, 개포동, 도곡, 학여울, 대치. 구룡, 대청, 일원, 신논현, 대모산입구"
강남구,대치4동,0,"강남, 신사, 역삼, 신논현, 수서, 삼성, 선릉, 학동, 청담, 압구정로데오, 강남구청, 압구정, 언주, 매봉, 논현, 선정릉, 삼성중앙, 봉은사, 한티, 개포동, 도곡, 학여울, 대치. 구룡, 대청, 일원, 신논현, 대모산입구"
강남구,역삼1동,2,"강남, 신사, 역삼, 신논현, 수서, 삼성, 선릉, 학동, 청담, 압구정로데오, 강남구청, 압구정, 언주, 매봉, 논현, 선정릉, 삼성중앙, 봉은사, 한티, 개포동, 도곡, 학여울, 대치. 구룡, 대청, 일원, 신논현, 대모산입구"
강남구,역삼2동,1,"강남, 신사, 역삼, 신논현, 수서, 삼성, 선릉, 학동, 청담, 압구정로데오, 강남구청, 압구정, 언주, 매봉, 논현, 선정릉, 삼성중앙, 봉은사, 한티, 개포동, 도곡, 학여울, 대치. 구룡, 대청, 일원, 신논현, 대모산입구"
강남구,도곡1동,0,"강남, 신사, 역삼, 신논현, 수서, 삼성, 선릉, 학동, 청담, 압구정로데오, 강남구청, 압구정, 언주, 매봉, 논현, 선정릉, 삼성중앙, 봉은사, 한티, 개포동, 도곡, 학여울, 대치. 구룡, 대청, 일원, 신논현, 대모산입구"
